chrom	gene	gene_start	gene_stop	surrounding_gene	surrounding_start	surrounding_stop	sense_anti	num_exons
c10	Hcv1.av84.c10.g369.i1	5195506	5197042	Hcv1.av84.c10.g367.i4	5182238	5217067	sense	5
c10	Hcv1.av84.c10.g369.i1	5195506	5197042	Hcv1.av84.c10.g367.i5	5182238	5217067	sense	5
c10	Hcv1.av84.c10.g369.i1	5195506	5197042	Hcv1.av84.c10.g368.i1	5195061	5202132	antisense	5
c10	Hcv1.av84.c10.g369.i1	5195506	5197042	Hcv1.av84.c10.g368.i2	5195061	5202132	antisense	5
c10	Hcv1.av84.c10.g369.i1	5195506	5197042	Hcv1.av84.c10.g368.i3	5195061	5202132	antisense	5
c10	Hcv1.av84.c10.g370.i1	5214205	5215541	Hcv1.av84.c10.g367.i1	5182238	5217067	antisense	2
c10	Hcv1.av84.c10.g370.i1	5214205	5215541	Hcv1.av84.c10.g367.i2	5182238	5217067	antisense	2
c10	Hcv1.av84.c10.g370.i1	5214205	5215541	Hcv1.av84.c10.g367.i3	5182238	5217067	antisense	2
c10	Hcv1.av84.c10.g370.i1	5214205	5215541	Hcv1.av84.c10.g367.i4	5182238	5217067	antisense	2
c10	Hcv1.av84.c10.g370.i1	5214205	5215541	Hcv1.av84.c10.g367.i5	5182238	5217067	antisense	2
c10	Hcv1.av84.c10.g385.i1	5433386	5438467	Hcv1.av84.c10.g384.i1	5431194	5469783	antisense	10
c10	Hcv1.av84.c10.g386.i1	5456005	5458024	Hcv1.av84.c10.g384.i1	5431194	5469783	sense	3
c10	Hcv1.av84.c10.g387.i1	5458179	5469069	Hcv1.av84.c10.g384.i1	5431194	5469783	antisense	9
c10	Hcv1.av84.c10.g387.i2	5458937	5463544	Hcv1.av84.c10.g384.i1	5431194	5469783	antisense	7
c10	Hcv1.av84.c10.g387.i3	5458937	5469069	Hcv1.av84.c10.g384.i1	5431194	5469783	antisense	8
c10	Hcv1.av84.c10.g39.i1	410433	414288	Hcv1.av84.c10.g38.i1	410203	416171	antisense	6
c10	Hcv1.av84.c10.g396.i1	5538143	5539433	Hcv1.av84.c10.g395.i1	5534451	5540013	antisense	3
c10	Hcv1.av84.c10.g424.i1	5890801	5892268	Hcv1.av84.c10.g423.i1	5888368	5894020	antisense	3
c10	Hcv1.av84.c10.g424.i1	5890801	5892268	Hcv1.av84.c10.g423.i2	5888368	5894020	antisense	3
c10	Hcv1.av84.c10.g424.i1	5890801	5892268	Hcv1.av84.c10.g423.i3	5888368	5894020	antisense	3
c10	Hcv1.av84.c10.g424.i1	5890801	5892268	Hcv1.av84.c10.g423.i4	5888368	5894020	antisense	3
c10	Hcv1.av84.c10.g424.i1	5890801	5892268	Hcv1.av84.c10.g423.i5	5888368	5894020	antisense	3
c10	Hcv1.av84.c10.g431.i1	5975411	5979650	Hcv1.av84.c10.g432.i1	5965085	5982091	sense	1
c10	Hcv1.av84.c10.g477.i1	6729759	6732991	Hcv1.av84.c10.g476.i1	6729701	6734752	antisense	10
c10	Hcv1.av84.c10.g48.i1	472972	476486	Hcv1.av84.c10.g47.i1	467713	477949	antisense	1
c10	Hcv1.av84.c10.g48.i1	472972	476486	Hcv1.av84.c10.g47.i2	467713	477949	antisense	1
c10	Hcv1.av84.c10.g490.i1	6899735	6923194	Hcv1.av84.c10.g489.i1	6888986	6923433	antisense	14
c10	Hcv1.av84.c10.g490.i2	6908540	6923194	Hcv1.av84.c10.g489.i1	6888986	6923433	antisense	14
c10	Hcv1.av84.c10.g490.i3	6914626	6923194	Hcv1.av84.c10.g489.i1	6888986	6923433	antisense	12
c10	Hcv1.av84.c10.g492.i1	6940181	6942528	Hcv1.av84.c10.g491.i1	6932233	6942852	antisense	3
c10	Hcv1.av84.c10.g492.i1	6940181	6942528	Hcv1.av84.c10.g491.i2	6932233	6942852	antisense	3
c10	Hcv1.av84.c10.g492.i1	6940181	6942528	Hcv1.av84.c10.g491.i3	6932233	6942852	antisense	3
c10	Hcv1.av84.c10.g492.i1	6940181	6942528	Hcv1.av84.c10.g491.i4	6932233	6942852	antisense	3
c10	Hcv1.av84.c10.g493.i1	6953091	6958589	Hcv1.av84.c10.g491.i1	6944894	6958704	antisense	14
c10	Hcv1.av84.c10.g493.i1	6953091	6958589	Hcv1.av84.c10.g491.i2	6944894	6958704	antisense	14
c10	Hcv1.av84.c10.g493.i1	6953091	6958589	Hcv1.av84.c10.g491.i3	6944894	6958704	antisense	14
c10	Hcv1.av84.c10.g493.i1	6953091	6958589	Hcv1.av84.c10.g491.i4	6944894	6958704	antisense	14
c10	Hcv1.av84.c10.g493.i2	6953091	6958589	Hcv1.av84.c10.g491.i1	6944894	6958704	antisense	13
c10	Hcv1.av84.c10.g493.i2	6953091	6958589	Hcv1.av84.c10.g491.i2	6944894	6958704	antisense	13
c10	Hcv1.av84.c10.g493.i2	6953091	6958589	Hcv1.av84.c10.g491.i3	6944894	6958704	antisense	13
c10	Hcv1.av84.c10.g493.i2	6953091	6958589	Hcv1.av84.c10.g491.i4	6944894	6958704	antisense	13
c10	Hcv1.av84.c10.g508.i1	7079285	7080776	Hcv1.av84.c10.g507.i1	7078284	7080860	sense	1
c10	Hcv1.av84.c10.g512.i1	7111900	7113426	Hcv1.av84.c10.g511.i1	7110989	7113476	antisense	2
c10	Hcv1.av84.c10.g513.i1	7115877	7117787	Hcv1.av84.c10.g511.i1	7114426	7117862	antisense	3
c10	Hcv1.av84.c10.g516.i1	7157751	7159479	Hcv1.av84.c10.g515.i1	7154263	7160706	antisense	2
c10	Hcv1.av84.c10.g516.i1	7157751	7159479	Hcv1.av84.c10.g515.i2	7154263	7160706	antisense	2
c10	Hcv1.av84.c10.g525.i1	7238262	7241788	Hcv1.av84.c10.g524.i1	7233089	7248948	antisense	5
c10	Hcv1.av84.c10.g525.i1	7238262	7241788	Hcv1.av84.c10.g524.i2	7233089	7248948	antisense	5
c10	Hcv1.av84.c10.g526.i1	7242801	7245627	Hcv1.av84.c10.g524.i1	7233089	7248948	antisense	6
c10	Hcv1.av84.c10.g526.i1	7242801	7245627	Hcv1.av84.c10.g524.i2	7233089	7248948	antisense	6
c10	Hcv1.av84.c10.g526.i2	7242801	7245627	Hcv1.av84.c10.g524.i1	7233089	7248948	antisense	7
c10	Hcv1.av84.c10.g526.i2	7242801	7245627	Hcv1.av84.c10.g524.i2	7233089	7248948	antisense	7
c10	Hcv1.av84.c10.g536.i1	7336994	7339092	Hcv1.av84.c10.g535.i1	7336628	7355411	antisense	2
c10	Hcv1.av84.c10.g553.i1	7470706	7494747	Hcv1.av84.c10.g552.i1	7468541	7494927	antisense	47
c10	Hcv1.av84.c10.g553.i1	7470706	7494747	Hcv1.av84.c10.g552.i2	7468541	7494927	antisense	47
c10	Hcv1.av84.c10.g553.i2	7470706	7494747	Hcv1.av84.c10.g552.i1	7468541	7494927	antisense	46
c10	Hcv1.av84.c10.g553.i2	7470706	7494747	Hcv1.av84.c10.g552.i2	7468541	7494927	antisense	46
c10	Hcv1.av84.c10.g558.i1	7547669	7548737	Hcv1.av84.c10.g557.i1	7540118	7569365	antisense	2
c10	Hcv1.av84.c10.g559.i1	7549151	7553208	Hcv1.av84.c10.g557.i1	7540118	7569365	sense	11
c10	Hcv1.av84.c10.g560.i1	7559184	7561255	Hcv1.av84.c10.g557.i1	7540118	7569365	sense	4
c10	Hcv1.av84.c10.g560.i2	7559184	7561255	Hcv1.av84.c10.g557.i1	7540118	7569365	sense	5
c10	Hcv1.av84.c10.g61.i1	592163	594485	Hcv1.av84.c10.g60.i1	591723	599525	antisense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i1	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i2	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i3	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i4	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i5	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i6	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i7	626107	629603	sense	2
c10	Hcv1.av84.c10.g63.i1	627971	629280	Hcv1.av84.c10.g62.i8	626107	629603	sense	2
c10	Hcv1.av84.c10.g65.i1	641395	642775	Hcv1.av84.c10.g64.i1	639552	643176	antisense	1
c10	Hcv1.av84.c10.g65.i1	641395	642775	Hcv1.av84.c10.g64.i2	639552	643176	antisense	1
c10	Hcv1.av84.c10.g8.i1	60377	62275	Hcv1.av84.c10.g7.i1	60130	64564	sense	2
c10	Hcv1.av84.c10.g8.i2	60377	62405	Hcv1.av84.c10.g7.i1	60130	64564	sense	2
c10	Hcv1.av84.c10.g90.i1	955017	956978	Hcv1.av84.c10.g89.i1	953253	957379	antisense	3
c10	Hcv1.av84.c10.g90.i1	955017	956978	Hcv1.av84.c10.g89.i2	953253	957379	antisense	3
c10	Hcv1.av84.c10.g90.i1	955017	956978	Hcv1.av84.c10.g89.i3	953253	957379	antisense	3
c10	Hcv1.av84.c10.g90.i2	955017	956978	Hcv1.av84.c10.g89.i1	953253	957379	antisense	4
c10	Hcv1.av84.c10.g90.i2	955017	956978	Hcv1.av84.c10.g89.i2	953253	957379	antisense	4
c10	Hcv1.av84.c10.g90.i2	955017	956978	Hcv1.av84.c10.g89.i3	953253	957379	antisense	4
c10	Hcv1.av84.c10.g90.i3	955017	956978	Hcv1.av84.c10.g89.i1	953253	957379	antisense	5
c10	Hcv1.av84.c10.g90.i3	955017	956978	Hcv1.av84.c10.g89.i2	953253	957379	antisense	5
c10	Hcv1.av84.c10.g90.i3	955017	956978	Hcv1.av84.c10.g89.i3	953253	957379	antisense	5
c10	Hcv1.av84.c10.g91.i1	981445	992698	Hcv1.av84.c10.g89.i1	980710	999063	antisense	24
c10	Hcv1.av84.c10.g91.i1	981445	992698	Hcv1.av84.c10.g89.i2	980710	999063	antisense	24
c10	Hcv1.av84.c10.g91.i1	981445	992698	Hcv1.av84.c10.g89.i3	980710	999063	antisense	24
c10	Hcv1.av84.c10.g92.i1	994932	997054	Hcv1.av84.c10.g89.i1	980710	999063	antisense	1
c10	Hcv1.av84.c10.g92.i1	994932	997054	Hcv1.av84.c10.g89.i2	980710	999063	antisense	1
c10	Hcv1.av84.c10.g92.i1	994932	997054	Hcv1.av84.c10.g89.i3	980710	999063	antisense	1
c10	Hcv1.av84.c10.g94.i1	1009863	1011589	Hcv1.av84.c10.g93.i1	1009716	1026454	antisense	2
c10	Hcv1.av84.c10.g94.i1	1009863	1011589	Hcv1.av84.c10.g93.i2	1009716	1026454	antisense	2
c10	Hcv1.av84.c10.g96.i1	1057513	1062595	Hcv1.av84.c10.g95.i1	1041030	1077923	sense	6
c10	Hcv1.av84.c10.g96.i1	1057513	1062595	Hcv1.av84.c10.g95.i2	1041016	1067347	sense	6
c10	Hcv1.av84.c10.g96.i1	1057513	1062595	Hcv1.av84.c10.g95.i3	1041030	1067347	sense	6
c10	Hcv1.av84.c10.g96.i1	1057513	1062595	Hcv1.av84.c10.g95.i4	1041030	1077923	sense	6
c10	Hcv1.av84.c10.g96.i2	1057513	1062595	Hcv1.av84.c10.g95.i1	1041030	1077923	sense	5
c10	Hcv1.av84.c10.g96.i2	1057513	1062595	Hcv1.av84.c10.g95.i2	1041016	1067347	sense	5
c10	Hcv1.av84.c10.g96.i2	1057513	1062595	Hcv1.av84.c10.g95.i3	1041030	1067347	sense	5
c10	Hcv1.av84.c10.g96.i2	1057513	1062595	Hcv1.av84.c10.g95.i4	1041030	1077923	sense	5
c10	Hcv1.av84.c10.g96.i3	1057513	1062595	Hcv1.av84.c10.g95.i1	1041030	1077923	sense	6
c10	Hcv1.av84.c10.g96.i3	1057513	1062595	Hcv1.av84.c10.g95.i2	1041016	1067347	sense	6
c10	Hcv1.av84.c10.g96.i3	1057513	1062595	Hcv1.av84.c10.g95.i3	1041030	1067347	sense	6
c10	Hcv1.av84.c10.g96.i3	1057513	1062595	Hcv1.av84.c10.g95.i4	1041030	1077923	sense	6
c10	Hcv1.av84.c10.g96.i4	1057513	1060149	Hcv1.av84.c10.g95.i1	1041030	1077923	sense	3
c10	Hcv1.av84.c10.g96.i4	1057513	1060149	Hcv1.av84.c10.g95.i2	1041016	1067347	sense	3
c10	Hcv1.av84.c10.g96.i4	1057513	1060149	Hcv1.av84.c10.g95.i3	1041030	1067347	sense	3
c10	Hcv1.av84.c10.g96.i4	1057513	1060149	Hcv1.av84.c10.g95.i4	1041030	1077923	sense	3
c10	Hcv1.av84.c10.g97.i1	1069912	1071502	Hcv1.av84.c10.g95.i1	1041030	1077923	antisense	1
c10	Hcv1.av84.c10.g97.i1	1069912	1071502	Hcv1.av84.c10.g95.i4	1041030	1077923	antisense	1
c11	Hcv1.av84.c11.g101.i1	946109	949590	Hcv1.av84.c11.g100.i1	939820	951808	antisense	8
c11	Hcv1.av84.c11.g108.i1	1051528	1054712	Hcv1.av84.c11.g107.i1	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g108.i1	1051528	1054712	Hcv1.av84.c11.g107.i2	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g108.i1	1051528	1054712	Hcv1.av84.c11.g107.i3	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g108.i1	1051528	1054712	Hcv1.av84.c11.g107.i4	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g108.i1	1051528	1054712	Hcv1.av84.c11.g107.i5	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g109.i1	1057340	1061514	Hcv1.av84.c11.g107.i1	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g109.i1	1057340	1061514	Hcv1.av84.c11.g107.i2	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g109.i1	1057340	1061514	Hcv1.av84.c11.g107.i3	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g109.i1	1057340	1061514	Hcv1.av84.c11.g107.i4	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g109.i1	1057340	1061514	Hcv1.av84.c11.g107.i5	1051022	1062375	sense	1
c11	Hcv1.av84.c11.g118.i1	1191044	1192324	Hcv1.av84.c11.g117.i1	1185074	1194179	antisense	1
c11	Hcv1.av84.c11.g131.i1	1377841	1380364	Hcv1.av84.c11.g130.i1	1377265	1380572	antisense	4
c11	Hcv1.av84.c11.g131.i1	1377841	1380364	Hcv1.av84.c11.g130.i2	1377265	1380572	antisense	4
c11	Hcv1.av84.c11.g131.i1	1377841	1380364	Hcv1.av84.c11.g130.i3	1377265	1380572	antisense	4
c11	Hcv1.av84.c11.g132.i1	1386346	1388566	Hcv1.av84.c11.g130.i1	1385560	1392560	sense	2
c11	Hcv1.av84.c11.g132.i1	1386346	1388566	Hcv1.av84.c11.g130.i2	1385560	1392560	sense	2
c11	Hcv1.av84.c11.g132.i1	1386346	1388566	Hcv1.av84.c11.g130.i3	1385560	1392560	sense	2
c11	Hcv1.av84.c11.g146.i1	1470631	1472859	Hcv1.av84.c11.g145.i1	1470262	1473622	sense	1
c11	Hcv1.av84.c11.g15.i1	110646	114520	Hcv1.av84.c11.g14.i1	107541	115422	sense	8
c11	Hcv1.av84.c11.g15.i2	110646	114520	Hcv1.av84.c11.g14.i1	107541	115422	sense	7
c11	Hcv1.av84.c11.g156.i1	1584941	1586372	Hcv1.av84.c11.g155.i1	1584863	1588716	antisense	2
c11	Hcv1.av84.c11.g156.i1	1584941	1586372	Hcv1.av84.c11.g155.i2	1584863	1588716	antisense	2
c11	Hcv1.av84.c11.g159.i1	1646730	1647950	Hcv1.av84.c11.g158.i1	1645116	1648557	sense	1
c11	Hcv1.av84.c11.g164.i1	1685372	1688697	Hcv1.av84.c11.g162.i1	1678876	1688772	sense	10
c11	Hcv1.av84.c11.g164.i1	1685372	1688697	Hcv1.av84.c11.g163.i1	1678877	1700058	sense	10
c11	Hcv1.av84.c11.g164.i2	1685372	1688697	Hcv1.av84.c11.g162.i1	1678876	1688772	sense	10
c11	Hcv1.av84.c11.g164.i2	1685372	1688697	Hcv1.av84.c11.g163.i1	1678877	1700058	sense	10
c11	Hcv1.av84.c11.g165.i1	1692257	1698771	Hcv1.av84.c11.g163.i1	1678877	1700058	sense	13
c11	Hcv1.av84.c11.g168.i1	1708459	1709282	Hcv1.av84.c11.g167.i1	1708334	1710285	antisense	1
c11	Hcv1.av84.c11.g169.i1	1724369	1740412	Hcv1.av84.c11.g167.i1	1723795	1760725	antisense	9
c11	Hcv1.av84.c11.g170.i1	1745472	1746993	Hcv1.av84.c11.g167.i1	1723795	1760725	sense	1
c11	Hcv1.av84.c11.g171.i1	1746838	1748239	Hcv1.av84.c11.g167.i1	1723795	1760725	antisense	1
c11	Hcv1.av84.c11.g172.i1	1749680	1755993	Hcv1.av84.c11.g167.i1	1723795	1760725	antisense	11
c11	Hcv1.av84.c11.g172.i2	1749680	1755993	Hcv1.av84.c11.g167.i1	1723795	1760725	antisense	9
c11	Hcv1.av84.c11.g182.i1	1830646	1831998	Hcv1.av84.c11.g181.i1	1830139	1832932	antisense	3
c11	Hcv1.av84.c11.g190.i1	1882319	1883619	Hcv1.av84.c11.g189.i1	1882272	1884814	antisense	1
c11	Hcv1.av84.c11.g190.i1	1882319	1883619	Hcv1.av84.c11.g189.i2	1882272	1884814	antisense	1
c11	Hcv1.av84.c11.g190.i1	1882319	1883619	Hcv1.av84.c11.g189.i3	1882272	1884814	antisense	1
c11	Hcv1.av84.c11.g206.i1	2005541	2013967	Hcv1.av84.c11.g205.i1	2002017	2018749	antisense	9
c11	Hcv1.av84.c11.g206.i1	2005541	2013967	Hcv1.av84.c11.g205.i2	2002017	2018749	antisense	9
c11	Hcv1.av84.c11.g207.i1	2014609	2018547	Hcv1.av84.c11.g205.i1	2002017	2018749	antisense	4
c11	Hcv1.av84.c11.g207.i1	2014609	2018547	Hcv1.av84.c11.g205.i2	2002017	2018749	antisense	4
c11	Hcv1.av84.c11.g209.i1	2054424	2057305	Hcv1.av84.c11.g208.i1	2038988	2066155	antisense	8
c11	Hcv1.av84.c11.g209.i1	2054424	2057305	Hcv1.av84.c11.g208.i2	2038988	2066155	antisense	8
c11	Hcv1.av84.c11.g209.i2	2054424	2057305	Hcv1.av84.c11.g208.i1	2038988	2066155	antisense	9
c11	Hcv1.av84.c11.g209.i2	2054424	2057305	Hcv1.av84.c11.g208.i2	2038988	2066155	antisense	9
c11	Hcv1.av84.c11.g209.i3	2054424	2057305	Hcv1.av84.c11.g208.i1	2038988	2066155	antisense	11
c11	Hcv1.av84.c11.g209.i3	2054424	2057305	Hcv1.av84.c11.g208.i2	2038988	2066155	antisense	11
c11	Hcv1.av84.c11.g210.i1	2057569	2064893	Hcv1.av84.c11.g208.i1	2038988	2066155	antisense	12
c11	Hcv1.av84.c11.g210.i1	2057569	2064893	Hcv1.av84.c11.g208.i2	2038988	2066155	antisense	12
c11	Hcv1.av84.c11.g248.i1	2414613	2416273	Hcv1.av84.c11.g247.i1	2413873	2425196	sense	1
c11	Hcv1.av84.c11.g248.i1	2414613	2416273	Hcv1.av84.c11.g247.i2	2413873	2425196	sense	1
c11	Hcv1.av84.c11.g249.i1	2418186	2420111	Hcv1.av84.c11.g247.i1	2413873	2425196	sense	1
c11	Hcv1.av84.c11.g249.i1	2418186	2420111	Hcv1.av84.c11.g247.i2	2413873	2425196	sense	1
c11	Hcv1.av84.c11.g260.i1	2547810	2551281	Hcv1.av84.c11.g259.i1	2547321	2551394	antisense	8
c11	Hcv1.av84.c11.g260.i1	2547810	2551281	Hcv1.av84.c11.g259.i2	2547321	2551394	antisense	8
c11	Hcv1.av84.c11.g260.i1	2547810	2551281	Hcv1.av84.c11.g259.i3	2547321	2551394	antisense	8
c11	Hcv1.av84.c11.g260.i2	2548019	2551281	Hcv1.av84.c11.g259.i1	2547321	2551394	antisense	7
c11	Hcv1.av84.c11.g260.i2	2548019	2551281	Hcv1.av84.c11.g259.i2	2547321	2551394	antisense	7
c11	Hcv1.av84.c11.g260.i2	2548019	2551281	Hcv1.av84.c11.g259.i3	2547321	2551394	antisense	7
c11	Hcv1.av84.c11.g261.i1	2554730	2559938	Hcv1.av84.c11.g259.i1	2554234	2559949	antisense	13
c11	Hcv1.av84.c11.g261.i1	2554730	2559938	Hcv1.av84.c11.g259.i2	2554234	2559949	antisense	13
c11	Hcv1.av84.c11.g261.i1	2554730	2559938	Hcv1.av84.c11.g259.i3	2554234	2559949	antisense	13
c11	Hcv1.av84.c11.g27.i1	229259	230632	Hcv1.av84.c11.g25.i1	222508	235957	antisense	3
c11	Hcv1.av84.c11.g277.i1	2719379	2720845	Hcv1.av84.c11.g276.i1	2719417	2722512	antisense	2
c11	Hcv1.av84.c11.g277.i1	2719379	2720845	Hcv1.av84.c11.g276.i2	2719417	2722512	antisense	2
c11	Hcv1.av84.c11.g298.i1	2928655	2930331	Hcv1.av84.c11.g297.i1	2925007	2935248	antisense	4
c11	Hcv1.av84.c11.g298.i1	2928655	2930331	Hcv1.av84.c11.g297.i2	2925007	2935248	antisense	4
c11	Hcv1.av84.c11.g298.i1	2928655	2930331	Hcv1.av84.c11.g297.i3	2926754	2935248	antisense	4
c11	Hcv1.av84.c11.g298.i2	2928655	2930331	Hcv1.av84.c11.g297.i1	2925007	2935248	antisense	3
c11	Hcv1.av84.c11.g298.i2	2928655	2930331	Hcv1.av84.c11.g297.i2	2925007	2935248	antisense	3
c11	Hcv1.av84.c11.g298.i2	2928655	2930331	Hcv1.av84.c11.g297.i3	2926754	2935248	antisense	3
c11	Hcv1.av84.c11.g304.i1	2977929	2983933	Hcv1.av84.c11.g303.i1	2973941	2983170	antisense	8
c11	Hcv1.av84.c11.g304.i1	2977929	2983933	Hcv1.av84.c11.g303.i2	2973941	2983170	antisense	8
c11	Hcv1.av84.c11.g304.i1	2977929	2983933	Hcv1.av84.c11.g303.i3	2973941	2983170	antisense	8
c11	Hcv1.av84.c11.g304.i2	2977929	2983933	Hcv1.av84.c11.g303.i1	2973941	2983170	antisense	8
c11	Hcv1.av84.c11.g304.i2	2977929	2983933	Hcv1.av84.c11.g303.i2	2973941	2983170	antisense	8
c11	Hcv1.av84.c11.g304.i2	2977929	2983933	Hcv1.av84.c11.g303.i3	2973941	2983170	antisense	8
c11	Hcv1.av84.c11.g314.i1	3098963	3100091	Hcv1.av84.c11.g313.i1	3097298	3100520	antisense	4
c11	Hcv1.av84.c11.g314.i1	3098963	3100091	Hcv1.av84.c11.g313.i2	3097298	3100520	antisense	4
c11	Hcv1.av84.c11.g320.i1	3187845	3188551	Hcv1.av84.c11.g319.i1	3184935	3190570	antisense	3
c11	Hcv1.av84.c11.g321.i1	3202346	3205899	Hcv1.av84.c11.g319.i1	3201634	3212972	antisense	7
c11	Hcv1.av84.c11.g321.i2	3202346	3205899	Hcv1.av84.c11.g319.i1	3201634	3212972	antisense	7
c11	Hcv1.av84.c11.g321.i3	3202346	3205899	Hcv1.av84.c11.g319.i1	3201634	3212972	antisense	6
c11	Hcv1.av84.c11.g322.i1	3207636	3211531	Hcv1.av84.c11.g319.i1	3201634	3212972	antisense	8
c11	Hcv1.av84.c11.g323.i1	3215117	3217499	Hcv1.av84.c11.g319.i1	3214248	3221696	sense	3
c11	Hcv1.av84.c11.g325.i1	3230943	3237964	Hcv1.av84.c11.g324.i1	3229518	3252660	antisense	14
c11	Hcv1.av84.c11.g326.i1	3238030	3253422	Hcv1.av84.c11.g324.i1	3229518	3252660	antisense	15
c11	Hcv1.av84.c11.g335.i1	3326183	3328181	Hcv1.av84.c11.g334.i1	3313158	3337805	sense	1
c11	Hcv1.av84.c11.g337.i1	3377839	3379846	Hcv1.av84.c11.g336.i1	3373547	3379908	antisense	2
c11	Hcv1.av84.c11.g35.i1	324678	330327	Hcv1.av84.c11.g26.i1	324077	335408	antisense	8
c11	Hcv1.av84.c11.g35.i1	324678	330327	Hcv1.av84.c11.g26.i2	324077	335408	antisense	8
c11	Hcv1.av84.c11.g35.i2	324678	330877	Hcv1.av84.c11.g26.i1	324077	335408	antisense	8
c11	Hcv1.av84.c11.g35.i2	324678	330877	Hcv1.av84.c11.g26.i2	324077	335408	antisense	8
c11	Hcv1.av84.c11.g356.i1	3577506	3579674	Hcv1.av84.c11.g355.i1	3563269	3584234	antisense	6
c11	Hcv1.av84.c11.g356.i1	3577506	3579674	Hcv1.av84.c11.g355.i2	3563269	3584234	antisense	6
c11	Hcv1.av84.c11.g357.i1	3580288	3582621	Hcv1.av84.c11.g355.i1	3563269	3584234	antisense	2
c11	Hcv1.av84.c11.g357.i1	3580288	3582621	Hcv1.av84.c11.g355.i2	3563269	3584234	antisense	2
c11	Hcv1.av84.c11.g36.i1	337059	339111	Hcv1.av84.c11.g26.i1	336619	340501	antisense	3
c11	Hcv1.av84.c11.g36.i1	337059	339111	Hcv1.av84.c11.g26.i2	336619	340501	antisense	3
c11	Hcv1.av84.c11.g362.i1	3627414	3627929	Hcv1.av84.c11.g361.i1	3627049	3628352	sense	1
c11	Hcv1.av84.c11.g368.i1	3695815	3696927	Hcv1.av84.c11.g367.i1	3694743	3699120	antisense	3
c11	Hcv1.av84.c11.g368.i1	3695815	3696927	Hcv1.av84.c11.g367.i2	3694743	3699120	antisense	3
c11	Hcv1.av84.c11.g368.i1	3695815	3696927	Hcv1.av84.c11.g367.i3	3694743	3699120	antisense	3
c11	Hcv1.av84.c11.g375.i1	3754289	3756176	Hcv1.av84.c11.g374.i1	3753991	3756680	sense	1
c11	Hcv1.av84.c11.g408.i2	4061073	4086724	Hcv1.av84.c11.g407.i1	4060869	4092542	antisense	2
c11	Hcv1.av84.c11.g408.i2	4061073	4086724	Hcv1.av84.c11.g407.i2	4060869	4092542	antisense	2
c11	Hcv1.av84.c11.g408.i2	4061073	4086724	Hcv1.av84.c11.g407.i3	4060869	4092542	antisense	2
c11	Hcv1.av84.c11.g408.i2	4061073	4086724	Hcv1.av84.c11.g407.i4	4060869	4092542	antisense	2
c11	Hcv1.av84.c11.g408.i3	4083749	4086724	Hcv1.av84.c11.g407.i1	4060869	4092542	antisense	1
c11	Hcv1.av84.c11.g408.i3	4083749	4086724	Hcv1.av84.c11.g407.i2	4060869	4092542	antisense	1
c11	Hcv1.av84.c11.g408.i3	4083749	4086724	Hcv1.av84.c11.g407.i3	4060869	4092542	antisense	1
c11	Hcv1.av84.c11.g408.i3	4083749	4086724	Hcv1.av84.c11.g407.i4	4060869	4092542	antisense	1
c11	Hcv1.av84.c11.g408.i3	4083749	4086724	Hcv1.av84.c11.g408.i1	4061117	4098178	sense	1
c11	Hcv1.av84.c11.g409.i1	4067689	4069732	Hcv1.av84.c11.g407.i1	4060869	4092542	sense	2
c11	Hcv1.av84.c11.g409.i1	4067689	4069732	Hcv1.av84.c11.g407.i2	4060869	4092542	sense	2
c11	Hcv1.av84.c11.g409.i1	4067689	4069732	Hcv1.av84.c11.g407.i3	4060869	4092542	sense	2
c11	Hcv1.av84.c11.g409.i1	4067689	4069732	Hcv1.av84.c11.g407.i4	4060869	4092542	sense	2
c11	Hcv1.av84.c11.g409.i1	4067689	4069732	Hcv1.av84.c11.g408.i1	4061117	4098178	antisense	2
c11	Hcv1.av84.c11.g409.i1	4067689	4069732	Hcv1.av84.c11.g408.i2	4061117	4083984	antisense	2
c11	Hcv1.av84.c11.g410.i1	4096216	4098102	Hcv1.av84.c11.g408.i1	4061117	4098178	sense	5
c11	Hcv1.av84.c11.g411.i1	4102303	4103156	Hcv1.av84.c11.g408.i1	4099036	4105859	sense	2
